BSN;Schulname;Strasse;PLZ;Schulart;lat;lng;AlleLehrkraefte_2017;AlleQ_2017;AlleLehrkraefte_2018;AlleQS_2018;Q1_5_2018;Q6_x_2018;S1_5_2018;S6_x_2018
01A04;Berlin-Kolleg;Turmstr. 75;10551;Berlin-Kolleg;52.526574;13.334076;66;0 %;66;5 %;2 %;;3 %;
01B01;OSZ Banken, Immobilien und Versicherungen;Alt-Moabit 10;10557;;52.524055;13.357851;103;0 %;99;2 %;2 %;;;
01B02;Staatliche Technikerschule Berlin;Bochumer Straße 8b ;10555;;52.522747;13.338053;86;6 %;81;29 %;4 %;;;25 %
01B03;OSZ Kommunikations-, Informations- und Medientechnik;Osloer Str. 23 – 26;13359;;52.556676;13.379415;89;2 %;84;5 %;4 %;;1 %;
01B04;OSZ Gesundheit I;Schwyzer Str. 6;13349;;52.558542;13.354708;102;7 %;90;5 %;2 %;;3 %;
01B05;Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;Niederwallstraße 6;10117;;52.512364;13.397973;23;0 %;;;;;;
01G01;Grundschule am Arkonaplatz;Ruppiner Str. 47-48;10115;Grundschule;52.53684;13.40039;31;3 %;31;9 %;6 %;;3 %;
01G02;Papageno-Grundschule;Bergstr. 58;10115;Grundschule;52.532833;13.391048;38;13 %;41;15 %;10 %;;5 %;
01G04;Kastanienbaum-Grundschule;Gipsstr. 23A;10119;Grundschule;52.52678;13.4018;27;4 %;26;8 %;8 %;;;
01G05;Grundschule Neues Tor;Hannoversche Str. 20;10115;Grundschule;52.52759;13.38033;35;6 %;36;17 %;3 %;;14 %;
01G07;GutsMuths-Grundschule;Singerstr. 8;10179;Grundschule;52.516365;13.42412;26;8 %;27;7 %;7 %;;;
01G08;Grundschule am Brandenburger Tor;Wilhelmstr. 52;10117;Grundschule;52.51318;13.38276;42;2 %;39;11 %;3 %;;8 %;
01G10;City-Grundschule;Sebastianstr. 57;10179;Grundschule;52.50737;13.40892;26;4 %;33;12 %;3 %;;9 %;
01G11;Kurt-Tucholsky-Grundschule;Rathenower Str. 18;10559;Grundschule;52.53026;13.35303;50;10 %;55;19 %;;15 %;4 %;
01G15;Anne-Frank-Grundschule;Paulstr. 20B;10557;Grundschule;52.51827;13.35527;25;4 %;27;7 %;7 %;;;
01G16;Moabiter Grundschule;Paulstr. 28;10557;Grundschule;52.521974;13.35657;35;14 %;34;15 %;12 %;;3 %;
01G18;Carl-Bolle-Grundschule;Waldenserstr. 20-21;10551;Grundschule;52.528894;13.331807;35;20 %;34;27 %;;24 %;3 %;
01G19;Hansa-Grundschule;Lessingstr. 5;10555;Grundschule;52.5214;13.34019;25;0 %;26;12 %;8 %;;4 %;
01G24;Gottfried-Röhl-Grundschule;Ungarnstr. 75;13349;Grundschule;52.55719;13.35717;43;9 %;45;29 %;;27 %;2 %;
01G25;Rudolf-Wissell-Grundschule;Ellerbeker Str. 7-8;13357;Grundschule;52.55158;13.39611;40;8 %;41;15 %;10 %;;5 %;
01G27;Gesundbrunnen-Grundschule;Prinzenallee 8;13357;Grundschule;52.55338;13.38292;48;10 %;48;19 %;;15 %;4 %;
01G28;Brüder-Grimm-Grundschule;Tegeler Str. 18-19;13353;Grundschule;52.54146;13.35783;40;8 %;36;14 %;11 %;;3 %;
01G29;Wilhelm-Hauff-Grundschule;Gotenburger Str. 8;13359;Grundschule;52.557813;13.384347;40;20 %;41;25 %;;20 %;5 %;
01G31;Wedding-Grundschule;Antonstr. 10;13347;Grundschule;52.546206;13.362468;46;11 %;49;16 %;;14 %;2 %;
01G32;Carl-Kraemer-Grundschule;Zechliner Str. 4;13359;Grundschule;52.56107;13.38284;43;23 %;42;36 %;;26 %;10 %;
01G35;Humboldthain-Grundschule;Grenzstr. 7;13355;Grundschule;52.54323;13.380143;43;7 %;48;14 %;10 %;;4 %;
01G36;Andersen-Grundschule;Kattegatstr. 26;13359;Grundschule;52.56553;13.38891;29;7 %;29;10 %;10 %;;;
01G37;Heinrich-Seidel-Grundschule;Ramlerstr. 9-10;13355;Grundschule;52.54695;13.39407;43;9 %;47;13 %;;13 %;;
01G38;Gustav-Falke-Grundschule;Strelitzer Str. 42;13355;Grundschule;52.53795;13.39162;33;12 %;35;29 %;;20 %;9 %;
01G39;Vineta-Grundschule;Demminer Str. 27;13355;Grundschule;52.54222;13.3969;35;11 %;36;14 %;14 %;;;
01G40;Möwensee-Grundschule;Afrikanische Str. 123-125;13351;Grundschule;52.55575;13.33375;35;9 %;37;14 %;11 %;;3 %;
01G41;Erika-Mann-Grundschule;Utrechter Str. 25-27;13347;Grundschule;52.55099;13.35786;57;9 %;62;18 %;;13 %;5 %;
01G42;Anna-Lindh-Schule (Grundschule);Guineastr. 17-18;13351;Grundschule;52.550375;13.341886;69;4 %;70;13 %;;10 %;3 %;
01G43;Albert-Gutzmann-Schule (Grundschule);Orthstr. 1;13357;Grundschule;52.549234;13.373261;26;4 %;26;20 %;8 %;;12 %;
01G44;Allegro-Grundschule;Lützowstr. 83-85;10785;Grundschule;52.503571;13.363001;36;3 %;46;15 %;;13 %;2 %;
01G45;Leo-Lionni-Grundschule;Müllerstr. 158;13353;Grundschule;52.544342;13.361352;55;7 %;53;9 %;9 %;;;
01G46;Grundschule am Koppenplatz;Koppenplatz 12;10115;Grundschule;52.52778;13.39745;54;7 %;59;11 %;8 %;;3 %;
01G47;Miriam-Makeba-Grundschule;Zinzendorfstr. 15-16;10555;Grundschule;52.52232;13.331446;40;5 %;41;19 %;12 %;;7 %;
01K01;Willy-Brandt-Schule;Grüntaler Str. 5;13357;Integrierte Sekundarschule;52.55101;13.386048;52;21 %;54;20 %;;11 %;9 %;
01K02;Ernst-Schering-Schule;Lütticher Str. 47-48;13353;Integrierte Sekundarschule;52.54701;13.34782;56;7 %;56;9 %;7 %;;2 %;
01K03;Ernst-Reuter-Schule;Stralsunder Str. 57;13355;Integrierte Sekundarschule;52.538896;13.394373;111;11 %;109;15 %;;9 %;;6 %
01K04;Heinrich-von-Stephan-Schule (Gemeinschaftsschule);Neues Ufer 6;10553;Integrierte Sekundarschule;52.524775;13.316714;69;4 %;72;7 %;3 %;;4 %;
01K06;Herbert-Hoover-Schule (Integrierte Sekundarschule);Pankstr. 18-19;13357;Integrierte Sekundarschule;52.546324;13.373398;47;4 %;53;15 %;6 %;;9 %;
01K07;Hemingway-Schule;Gartenstr. 10-17;10115;Integrierte Sekundarschule;52.530483;13.391682;44;5 %;48;10 %;6 %;;4 %;
01K08;Schule am Schillerpark (Integrierte Sekundarschule);Ofener Str. 6;13349;Integrierte Sekundarschule;52.55628;13.3457;66;3 %;74;8 %;4 %;;4 %;
01K09;Hedwig-Dohm-Schule (Integrierte Sekundarschule);Stephanstr. 27;10559;Integrierte Sekundarschule;52.53367;13.34651;49;6 %;54;15 %;;13 %;2 %;
01K10;Theodor-Heuss-Schule (Gemeinschaftsschule);Quitzowstr. 141;10559;Integrierte Sekundarschule;52.535722;13.354875;106;3 %;103;8 %;5 %;;3 %;
01S01;Schule am Zille-Park;Ravenéstr. 10-12;13347;Integrierte Sekundarschule;52.542859;13.372782;34;9 %;35;9 %;6 %;;3 %;
01S05;Schule in der Charité;Augustenburger Platz 1;13353;Übrige Förderschwerpunkte;52.542216;13.347104;55;2 %;;;;;;
01S06;Albert-Gutzmann-Schule;Orthstr. 1;13357;Integrierte Sekundarschule;52.549234;13.373261;32;9 %;30;3 %;3 %;;;
01S07;Charlotte-Pfeffer-Schule;Berolinastr. 8;10178;"Förderschwerp.""Geistige Entwicklung""";52.52226;13.42328;23;4 %;;;;;;
01Y02;John-Lennon-Gymnasium;Zehdenicker Str. 17;10119;Gymnasium;52.530923;13.404105;67;1 %;69;3 %;3 %;;;
01Y04;Musikgymnasium Carl Philipp Emanuel Bach;Rheinsberger Str. 4-5;10115;;52.536666;13.395655;17;0 %;;;;;;
01Y07;Französisches Gymnasium;Derfflingerstr. 7;10785;Gymnasium;52.50318;13.35549;64;0 %;64;14 %;3 %;;;11 %
01Y08;Lessing-Gymnasium;Schöningstr. 17;13349;Gymnasium;52.55734;13.34371;76;5 %;78;4 %;4 %;;;
01Y09;Diesterweg-Schule (Gymnasium);Böttgerstr. 2-6;13357;Gymnasium;52.550012;13.378338;50;2 %;51;6 %;;;6 %;
01Y11;Max-Planck-Schule (Gymnasium);Singerstr. 8A;10179;Gymnasium;52.516365;13.42412;67;0 %;67;6 %;3 %;;3 %;
01Y12;Gymnasium Tiergarten;Altonaer Str. 26;10555;Gymnasium;52.51935;13.3394;85;1 %;81;1 %;;;1 %;
02B01;August-Sander-Schule;Naglerstraße 1-3;10245;;52.502696;13.450472;93;1 %;95;7 %;4 %;;3 %;
02B02;Hans-Böckler-Schule (OSZ Konstruktionsbautechnik);Lobeckstraße 76;10969;;52.499135;13.403127;70;6 %;65;8 %;6 %;;2 %;
02B03;OSZ Bekleidung und Mode;Kochstraße 9;10969;;52.505965;13.389044;69;1 %;69;4 %;3 %;;1 %;
02B04;OSZ Handel 1;Wrangelstraße 98;10997;;52.500976;13.436659;200;0 %;195;3 %;1 %;;2 %;
02B05;Jane-Addams-Schule (OSZ Sozialwesen);Straßmannstraße 14/16;10249;;52.521658;13.448591;144;4 %;131;5 %;2 %;;3 %;
02G01;Spartacus-Grundschule;Friedenstr. 40-45;10249;Grundschule;52.52106;13.43582;31;10 %;36;8 %;8 %;;;
02G02;Hausburg-Grundschule;Hausburgstr. 20;10249;Grundschule;52.524208;13.454324;43;2 %;45;17 %;;13 %;4 %;
02G03;Justus-von-Liebig-Grundschule;Liebigstr. 18A;10247;Grundschule;52.518699;13.457697;41;12 %;39;8 %;8 %;;;
02G04;Pettenkofer-Grundschule;Pettenkoferstr. 20-24;10247;Grundschule;52.518656;13.471;32;9 %;38;11 %;8 %;;3 %;
02G07;Ludwig-Hoffmann-Grundschule;Lasdehner Str. 21-23;10243;Grundschule;52.514357;13.448886;27;0 %;27;4 %;4 %;;;
02G08;Grundschule am Traveplatz;Jessnerstr. 24-32;10247;Grundschule;52.511492;13.471855;27;4 %;27;4 %;4 %;;;
02G09;Zille-Grundschule;Boxhagener Str. 46;10245;Grundschule;52.50898;13.4653;29;0 %;27;7 %;7 %;;;
02G10;Modersohn-Grundschule;Niemannstr. 3;10245;Grundschule;52.50705;13.46024;32;0 %;38;10 %;5 %;;5 %;
02G11;Thalia-Grundschule;Alt-Stralau 34;10245;Grundschule;52.492881;13.476151;22;14 %;25;8 %;8 %;;;
02G12;Kurt-Schumacher-Grundschule;Puttkamerstr. 19;10969;Grundschule;52.504384;13.388493;26;12 %;24;17 %;17 %;;;
02G13;Charlotte-Salomon-Grundschule;Großbeerenstr. 40;10965;Grundschule;52.49041;13.38183;45;7 %;41;2 %;2 %;;;
02G14;Galilei-Grundschule;Friedrichstr. 13;10969;Grundschule;52.501885;13.391531;33;0 %;;;;;;
02G16;Lenau-Grundschule;Nostitzstr. 60;10961;Grundschule;52.49381;13.39154;40;10 %;39;8 %;8 %;;;
02G18;Nürtingen-Grundschule;Mariannenplatz 28;10997;Grundschule;52.505469;13.426859;56;4 %;52;12 %;8 %;;4 %;
02G19;Fanny-Hensel-Grundschule;Schöneberger Str. 23;10963;Grundschule;52.50303;13.38014;28;4 %;24;8 %;8 %;;;
02G20;Bürgermeister-Herz-Grundschule;Wilmsstr. 10;10961;Grundschule;52.49488;13.40516;37;0 %;36;6 %;6 %;;;
02G21;Reinhardswald-Grundschule;Gneisenaustr. 73-74;10961;Grundschule;52.49059;13.3999;46;2 %;49;6 %;6 %;;;
02G22;Jens-Nydahl-Grundschule;Kohlfurter Str. 20;10999;Grundschule;52.497294;13.41619;42;10 %;44;25 %;;20 %;5 %;
02G23;Fichtelgebirge-Grundschule;Görlitzer Ufer 2;10997;Grundschule;52.49575;13.44495;36;8 %;36;12 %;6 %;;6 %;
02G24;Otto-Wels-Grundschule;Alexandrinenstr. 12;10969;Grundschule;52.499923;13.401623;58;9 %;56;7 %;7 %;;;
02G26;Lemgo-Grundschule;Böckhstr. 5;10967;Grundschule;52.494198;13.416454;36;8 %;37;22 %;14 %;;8 %;
02G27;Hunsrück-Grundschule;Manteuffelstr. 79;10999;Grundschule;52.497732;13.426632;44;14 %;47;13 %;;13 %;;
02G29;Heinrich-Zille-Grundschule;Waldemarstr. 118;10997;Grundschule;52.500729;13.429182;42;2 %;42;9 %;2 %;;7 %;
02G31;Adolf-Glaßbrenner-Grundschule;Hagelberger Str. 34;10965;Grundschule;52.49085;13.38065;35;0 %;37;8 %;5 %;;3 %;
02G32;Clara-Grunwald-Grundschule;Hallesche Str. 24;10963;Grundschule;52.50077;13.38313;27;0 %;;;;;;
02G33;Aziz-Nesin-Grundschule;Urbanstr. 15;10961;Grundschule;52.49312;13.40611;35;3 %;35;12 %;9 %;;3 %;
02G34;34. Schule (Grundschule);Scharnweberstr. 19;10247;Grundschule;52.51279;13.46783;27;4 %;29;3 %;;;3 %;
02G35;Rosa-Parks-Grundschule;Reichenberger Str. 65;10999;Grundschule;52.495472;13.43052;43;7 %;41;5 %;5 %;;;
02G36;36. Schule (Grundschule);Andreasstr. 50;10243;Übrige Förderschwerpunkte;52.51663;13.43215;56;4 %;51;10 %;8 %;;2 %;
02K01;Ellen-Key-Schule;Rüdersdorfer Str. 20-28;10243;Integrierte Sekundarschule;52.5152;13.43689;72;0 %;72;3 %;;;3 %;
02K02;Carl-von-Ossietzky-Schule (Gemeinschaftsschule);Blücherstr. 46;10961;Integrierte Sekundarschule;52.491647;13.404491;131;5 %;125;11 %;;5 %;;6 %
02K03;Hector-Peterson-Schule;Tempelhofer Ufer 15;10963;Integrierte Sekundarschule;52.49832;13.3841;36;6 %;36;22 %;14 %;;8 %;
02K04;Lina-Morgenstern-Schule (Gemeinschaftsschule);Gneisenaustr. 7;10961;Integrierte Sekundarschule;52.49178;13.38971;60;0 %;66;5 %;2 %;;3 %;
02K05;Schule am Königstor (Integrierte Sekundarschule);Weinstr. 3;10249;Integrierte Sekundarschule;52.525666;13.425987;46;9 %;45;16 %;7 %;;9 %;
02K06;Emanuel-Lasker-Schule;Modersohnstr. 53;10245;Integrierte Sekundarschule;52.50277;13.45729;39;10 %;43;11 %;9 %;;2 %;
02K07;Georg-Weerth-Schule;Eckertstr. 16;10249;Integrierte Sekundarschule;52.518996;13.450401;36;0 %;40;16 %;13 %;;3 %;
02K08;Refik-Veseli-Schule (Integrierte Sekundarschule);Skalitzer Str. 55;10997;Integrierte Sekundarschule;52.49962;13.43555;59;3 %;59;8 %;8 %;;;
02K09;Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);Graefestr. 85-88;10967;Integrierte Sekundarschule;52.494205;13.418709;24;4 %;35;12 %;9 %;;3 %;
02K10;Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule);Bergmannstr. 64;10961;Integrierte Sekundarschule;52.488798;13.40149;33;0 %;35;3 %;3 %;;;
02S01;Schule am Friedrichshain;Lasdehner Str. 19;10243;Integrierte Sekundarschule;52.51449;13.4491;38;0 %;41;5 %;5 %;;;
02S02;Gustav-Meyer-Schule;Kohlfurter Str. 22;10999;"Förderschwerp.""Geistige Entwicklung""";52.497102;13.416721;33;12 %;40;8 %;8 %;;;
02S03;Margarethe-von-Witzleben-Schule;Palisadenstr. 76-77;10243;Übrige Förderschwerpunkte;52.51984;13.4346;40;8 %;38;11 %;11 %;;;
02S06;Liebmann-Schule;Friedrichstr. 13;10969;Übrige Förderschwerpunkte;52.501885;13.391531;19;16 %;18;6 %;6 %;;;
02Y01;Andreas-Oberschule;Koppenstr. 76;10243;Gymnasium;52.514039;13.434606;70;0 %;70;1 %;1 %;;;
02Y03;Heinrich-Hertz-Oberschule;Rigaer Str. 81-82;10247;Gymnasium;52.51695;13.46306;46;0 %;;;;;;
02Y04;Georg-Friedrich-Händel-Gymnasium;Frankfurter Allee 6A;10247;Gymnasium;52.515331;13.455796;45;2 %;43;5 %;;;5 %;
02Y05;Dathe-Gymnasium;Helsingforser Str. 11-13;10243;Gymnasium;52.510001;13.445399;68;0 %;69;1 %;;;1 %;
02Y06;Leibniz-Gymnasium;Schleiermacherstr. 23;10961;Gymnasium;52.48978;13.39747;68;0 %;63;2 %;;;2 %;
02Y07;Robert-Koch-Gymnasium;Dieffenbachstr. 60;10967;Gymnasium;52.49323;13.41596;48;2 %;47;4 %;2 %;;2 %;
02Y08;Hermann-Hesse-Oberschule;Böckhstr. 16;10967;Gymnasium;52.493579;13.419151;51;4 %;53;4 %;2 %;;2 %;
03A04;Abendgymnasium Prenzlauer Berg;Driesener Str. 22,;10439;;52.552049;13.405651;22;5 %;18;6 %;;;6 %;
03A05;Volkshochschule Pankow;Prenzlauer Allee 227/228;10405;;52.533245;13.420298;5;0 %;;;;;;
03B02;Berufliche Schule für Sozialwesen Pankow;Erbeskopfweg 6;13158;;52.594076;13.400333;57;2 %;62;12 %;6 %;;6 %;
03B04;Brillat-Savarin-Schule (OSZ Gastgewerbe);Buschallee 23A;13088;;52.552926;13.475441;151;0 %;;;;;;
03B06;Konrad-Zuse-Schule;Hermann-Hesse-Straße 34/36;13156;;52.579357;13.395789;44;0 %;46;2 %;;;2 %;
03B07;Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen);Mandelstraße 6-8;10409;;52.545723;13.441338;93;2 %;90;7 %;4 %;;3 %;
03B08;Staatliche Ballettschule Berlin und Schule für Artistik;Erich-Weinert-Straße 103;10409;;52.546387;13.435002;68;0 %;69;35 %;;;;35 %
03B10;Max-Bill-Schule (OSZ Planen, Bauen, Gestalten);Gustav-Adolf-Straße 66;13086;;52.557919;13.451605;181;2 %;171;7 %;2 %;;;5 %
03G01;Schule am Hamburger Platz (Grundschule);Gustav-Adolf-Str. 21;13086;Grundschule;52.55381;13.43681;26;0 %;31;6 %;6 %;;;
03G02;Heinrich-Roller-Grundschule;Heinrich-Roller-Str. 18;10405;Grundschule;52.53064;13.42364;26;0 %;;;;;;
03G03;Grundschule am Kollwitzplatz;Knaackstr. 67;10435;Grundschule;52.53768;13.41489;30;3 %;;;;;;
03G04;Grundschule an der Marie;Christburger Str. 7;10405;Grundschule;52.536148;13.42559;29;0 %;29;7 %;7 %;;;
03G05;Homer-Grundschule;Pasteurstr. 10-12;10407;Grundschule;52.53371;13.43237;34;12 %;32;13 %;13 %;;;
03G06;Bötzow-Grundschule;John-Schehr-Str. 38;10407;Grundschule;52.535104;13.439793;27;4 %;28;4 %;4 %;;;
03G08;Grundschule am Planetarium;Ella-Kay-Str. 47;10405;Grundschule;52.54145;13.43118;44;14 %;45;18 %;;18 %;;
03G09;Thomas-Mann-Grundschule;Greifenhagener Str. 58-59;10437;Grundschule;52.54663;13.41479;32;13 %;32;13 %;13 %;;;
03G10;Grundschule am Hohen Feld;Bedeweg 1;13125;Grundschule;52.61492;13.49606;36;3 %;40;3 %;;;3 %;
03G11;Schule am Falkplatz (Grundschule);Gleimstr. 49;10437;Grundschule;52.54749;13.40538;39;3 %;42;7 %;7 %;;;
03G12;Paul-Lincke-Grundschule;Pieskower Weg 39;10409;Grundschule;52.54129;13.44553;33;3 %;37;11 %;8 %;;3 %;
03G13;Rudolf-Dörrier-Grundschule;Kastanienallee 59;13158;Grundschule;52.59125;13.37612;26;0 %;29;7 %;7 %;;;
03G14;Bornholmer Grundschule;Ibsenstr. 17;10439;Grundschule;52.55572;13.40768;35;3 %;38;8 %;8 %;;;
03G15;Schule am Senefelderplatz;Schönhauser Allee 165;10435;;52.534482;13.411913;26;8 %;32;13 %;13 %;;;
03G16;Grundschule am Teutoburger Platz;Templiner Str. 1-3;10119;Grundschule;52.533635;13.408651;29;3 %;30;3 %;3 %;;;
03G17;Grundschule am Weißen See;Amalienstr. 6;13086;Grundschule;52.555294;13.457004;30;7 %;29;7 %;7 %;;;
03G18;Picasso-Grundschule;Gounodstr. 71;13088;Grundschule;52.547032;13.460359;38;8 %;39;5 %;5 %;;;
03G20;Grundschule im Moselviertel;Brodenbacher Weg 31;13088;Grundschule;52.559028;13.475454;26;8 %;27;7 %;7 %;;;
03G21;Grundschule unter den Bäumen;Alt-Blankenburg 26;13129;Grundschule;52.592262;13.454422;24;4 %;26;4 %;;;4 %;
03G22;Grundschule am Wasserturm;Tino-Schwierzina-Str. 66;13089;Grundschule;52.56546;13.43664;21;5 %;26;4 %;4 %;;;
03G23;Grundschule Alt-Karow;Bahnhofstr. 32;13125;Grundschule;52.609682;13.479743;18;6 %;19;5 %;5 %;;;
03G24;Grundschule im Panketal;Achillesstr. 31;13125;Grundschule;52.61986;13.486729;35;6 %;;;;;;
03G25;Carl-Humann-Grundschule;Scherenbergstr. 7;10439;Grundschule;52.55101;13.42173;29;3 %;;;;;;
03G26;Arnold-Zweig-Grundschule;Wollankstr. 131;13187;Grundschule;52.56868;13.40012;35;3 %;34;9 %;6 %;;3 %;
03G27;Elizabeth-Shaw-Grundschule;Grunowstr. 17;13187;Grundschule;52.56831;13.41044;26;8 %;29;10 %;10 %;;;
03G28;Grundschule im Hasengrund;Charlottenstr. 19;13156;Grundschule;52.59089;13.410577;33;3 %;33;18 %;15 %;;3 %;
03G29;Grundschule Am Sandhaus;Wiltbergstr. 37-39;13125;Grundschule;52.637343;13.490967;25;8 %;29;21 %;;21 %;;
03G32;Grundschule an den Buchen;Wilhelm-Wolff-Str. 19;13156;Grundschule;52.579207;13.394536;24;0 %;;;;;;
03G33;Jeanne-Barez-Schule (Grundschule);Hauptstr. 66;13127;Grundschule;52.60417;13.43415;35;3 %;36;6 %;6 %;;;
03G34;Mendel-Grundschule;Stiftsweg 3;13187;Grundschule;52.573478;13.416325;37;8 %;45;9 %;7 %;;2 %;
03G35;Platanengrundschule;Hauptstr. 20;13159;Grundschule;52.618258;13.389549;9;0 %;;;;;;
03G36;Elisabeth-Christinen-Grundschule;Lindenberger Str. 12;13156;Grundschule;52.58294;13.41741;22;9 %;22;14 %;9 %;;5 %;
03G37;Klecks-Grundschule;Brixener Str. 40;13187;Grundschule;52.55989;13.40756;29;10 %;28;11 %;11 %;;;
03G38;Grundschule im Blumenviertel;Syringenplatz 30;10407;Grundschule;52.535141;13.458074;33;3 %;37;3 %;3 %;;;
03G39;Grundschule Wolkenstein;Neumannstr. 65;13189;Grundschule;52.56527;13.42024;31;3 %;33;6 %;6 %;;;
03G40;Schule am Birkenhof;Arnouxstr. 18;13127;Grundschule;52.60791;13.42388;29;7 %;30;10 %;10 %;;;
03G41;Trelleborg-Schule (Grundschule);Eschengraben 40;13189;Grundschule;52.556012;13.421818;32;6 %;36;6 %;6 %;;;
03G43;Grundschule Wilhelmsruh;Lessingstr. 44;13158;Grundschule;52.5903;13.36421;27;0 %;28;4 %;4 %;;;
03G44;Georg-Zacharias-Grundschule;Sulzfelder Str. 15;13088;Grundschule;52.55219;13.47502;20;5 %;22;5 %;5 %;;;
03G45;Grundschule im Hofgarten;Danziger Str. 50;10435;Grundschule;52.53921;13.41918;25;12 %;30;10 %;10 %;;;
03G46;Grundschule im Eliashof;Senefelderstr. 6;10437;Grundschule;52.540786;13.422734;21;10 %;22;19 %;14 %;;5 %;
03G47;Schule an der Strauchwiese;Mendelstr. 54;13187;Grundschule;52.57805;13.41782;15;13 %;21;10 %;10 %;;;
03K01;Kurt-Schwitters-Schule;Greifswalder Str. 25;10405;Integrierte Sekundarschule;52.5314;13.42807;88;3 %;92;3 %;1 %;;2 %;
03K02;Kurt-Tucholsky-Schule (Integrierte Sekundarschule);Neumannstr. 9-11;13189;Integrierte Sekundarschule;52.55812;13.42333;69;0 %;77;6 %;5 %;;1 %;
03K03;Konrad-Duden-Schule (Integrierte Sekundarschule);Rolandstr. 35;13156;Integrierte Sekundarschule;52.58183;13.41744;34;3 %;38;3 %;3 %;;;
03K04;Gustave-Eiffel-Schule;Hanns-Eisler-Str. 78-80;10409;Integrierte Sekundarschule;52.540662;13.44844;39;3 %;;;;;;
03K05;Heinz-Brandt-Schule;Langhansstr. 120;13086;Integrierte Sekundarschule;52.551192;13.441808;44;5 %;44;4 %;2 %;;2 %;
03K06;Reinhold-Burger-Schule;Neue Schönholzer Str. 32;13187;Integrierte Sekundarschule;52.56838;13.40303;46;9 %;47;9 %;9 %;;;
03K07;Tesla-Schule (Gemeinschaftsschule);Rudi-Arndt-Str. 18;10407;Integrierte Sekundarschule;52.529086;13.446061;41;2 %;45;11 %;11 %;;;
03K08;Hagenbeck-Schule;Gustav-Adolf-Str. 60;13086;Integrierte Sekundarschule;52.55879;13.44729;38;3 %;38;8 %;5 %;;3 %;
03K09;Janusz-Korczak-Schule (Integrierte Sekundarschule);Dolomitenstr. 94;13187;Integrierte Sekundarschule;52.562908;13.407559;31;0 %;32;3 %;3 %;;;
03K10;Hufeland-Schule (Integrierte Sekundarschule);Walter-Friedrich-Str. 16-18;13125;Integrierte Sekundarschule;52.63325;13.49373;48;6 %;54;6 %;4 %;;2 %;
03K11;Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule);Erich-Weinert-Str. 70;10439;Integrierte Sekundarschule;52.54845;13.42476;72;8 %;77;6 %;3 %;;3 %;
03S03;Helene-Haeusler-Schule;Mendelssohnstr. 10;10405;"Förderschwerp.""Geistige Entwicklung""";52.5267;13.42002;35;0 %;34;6 %;;;6 %;
03S06;Schule am Birkenhof;Arnouxstraße 18;13127;;52.607843;13.423999;15;0 %;;;;;;
03S07;Schule an der Heide;Hermann-Hesse-Str. 48-52;13156;"Förderschwerp.""Lernen""";52.578097;13.394472;12;0 %;;;;;;
03S08;Panke-Schule;Galenusstr. 64;13187;"Förderschwerp.""Geistige Entwicklung""";52.57877;13.41699;24;0 %;24;16 %;8 %;;8 %;
03S09;Schule an der Strauchwiese;Mendelstr. 54;13187;Übrige Förderschwerpunkte;52.57805;13.41782;19;0 %;;;;;;
03S10;Marianne-Buggenhagen-Schule;Ernst-Busch-Str. 29;13125;Übrige Förderschwerpunkte;52.62953;13.49149;46;7 %;45;9 %;9 %;;;
03Y03;Käthe-Kollwitz-Gymnasium;Dunckerstr. 65-66;10439;Gymnasium;52.5458;13.42271;68;0 %;;;;;;
03Y04;Heinrich-Schliemann-Gymnasium;Dunckerstr. 64;10439;Gymnasium;52.54663;13.42365;70;6 %;64;5 %;5 %;;;
03Y08;Carl-von-Ossietzky-Gymnasium;Görschstr. 42-44;13187;Gymnasium;52.566429;13.40007;80;3 %;78;4 %;3 %;;1 %;
03Y10;Rosa-Luxemburg-Gymnasium;Kissingenstr. 12;13189;Gymnasium;52.56669;13.41948;94;9 %;92;2 %;;;2 %;
03Y13;Felix-Mendelssohn-Bartholdy-Gymnasium;Eugen-Schönhaar-Str. 18;10407;Gymnasium;52.537087;13.437857;69;1 %;76;5 %;4 %;;1 %;
03Y14;Primo-Levi-Gymnasium;Pistoriusstr. 133;13086;Gymnasium;52.5516;13.45369;92;0 %;96;1 %;;;1 %;
03Y15;Max-Delbrück-Gymnasium;Kuckhoffstr. 2-22;13156;Gymnasium;52.583884;13.402118;74;0 %;;;;;;
03Y16;Robert-Havemann-Gymnasium;Achillesstr. 79;13125;Gymnasium;52.615393;13.494218;74;1 %;74;1 %;1 %;;;
03Y17;17. Schule (Gymnasium);Conrad-Blenkle-Str. 34;10407;Gymnasium;52.534329;13.447008;19;5 %;28;7 %;7 %;;;
04A04;Charlotte-Wolff-Kolleg;Pestalozzistraße 40;10627;;52.508095;13.303442;30;3 %;;;;;;
04A06;Peter-A.-Silbermann-Schule;Blissestraße 22;10713;;52.484515;13.319460;15;0 %;;;;;;
04A08;Sportschule im Olympiapark - Poelchau-Schule;Prinz-Friedrich-Karl-Weg 1;14053;;52.521087;13.241917;57;7 %;61;13 %;8 %;;5 %;
